
 num     #instances         #bytes  class name
2536:             1             16  java.util.Collections$EmptyIterator
2537:             1             16  java.util.Collections$EmptyList
2538:             1             16  java.util.Collections$EmptySet
2539:             1             16  java.util.Collections$ReverseComparator
2540:             1             16  java.util.Collections$UnmodifiableCollection
2541:             1             16  java.util.Currency$CurrencyNameGetter
2542:             1             16  java.util.EnumMap$1
2543:             1             16  java.util.IdentityHashMap$Values
2544:             1             16  java.util.ResourceBundle$Control
2545:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble
2546:             1             16  java.util.Spliterators$EmptySpliterator$OfInt
2547:             1             16  java.util.Spliterators$EmptySpliterator$OfLong
2548:             1             16  java.util.Spliterators$EmptySpliterator$OfRef
2549:             1             16  java.util.WeakHashMap$KeySet
2550:             1             16  java.util.concurrent.ConcurrentSkipListSet
2551:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
2552:             1             16  java.util.function.Function$$Lambda$56/2008017533
2553:             1             16  java.util.jar.JavaUtilJarAccessImpl
2554:             1             16  java.util.logging.ErrorManager
2555:             1             16  java.util.logging.LoggingProxyImpl
2556:             1             16  java.util.regex.Pattern$4
2557:             1             16  java.util.regex.Pattern$LastNode
2558:             1             16  java.util.regex.Pattern$Node
2559:             1             16  java.util.stream.Collectors$$Lambda$161/1690254271
2560:             1             16  java.util.stream.Collectors$$Lambda$162/1440047379
2561:             1             16  java.util.stream.Collectors$$Lambda$28/1993134103
2562:             1             16  java.util.stream.Collectors$$Lambda$29/653305407
2563:             1             16  java.util.stream.Collectors$$Lambda$30/604107971
2564:             1             16  java.util.stream.Collectors$$Lambda$31/123961122
2565:             1             16  java.util.stream.Collectors$$Lambda$326/1773283386
2566:             1             16  java.util.stream.Collectors$$Lambda$327/581318631
2567:             1             16  java.util.stream.Collectors$$Lambda$328/1877453512
2568:             1             16  java.util.stream.Collectors$$Lambda$49/281571262
2569:             1             16  java.util.stream.Collectors$$Lambda$50/1121507054
2570:             1             16  java.util.stream.Collectors$$Lambda$51/419611344
2571:             1             16  java.util.stream.Collectors$$Lambda$93/651217989
2572:             1             16  java.util.stream.FindOps$$Lambda$18/1174290147
2573:             1             16  java.util.stream.FindOps$$Lambda$19/1811075214
2574:             1             16  java.util.zip.ZipFile$1
2575:             1             16  javax.management.JMX
2576:             1             16  javax.management.MBeanServerBuilder
2577:             1             16  javax.management.NotificationBroadcasterSupport$1
2578:             1             16  javax.validation.Validation$GetValidationProviderListAction
2579:             1             16  javax.xml.parsers.SecuritySupport
2580:             1             16  javax.xml.transform.SecuritySupport
2581:             1             16  org.apache.catalina.authenticator.AuthenticatorBase$NoOpAuthConfigProvider
2582:             1             16  org.apache.catalina.connector.CoyoteAdapter
2583:             1             16  org.apache.catalina.connector.CoyoteAdapter$1
2584:             1             16  org.apache.catalina.core.AprLifecycleListener
2585:             1             16  org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor
2586:             1             16  org.apache.catalina.core.StandardContext$1
2587:             1             16  org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener
2588:             1             16  org.apache.catalina.mbeans.MBeanFactory
2589:             1             16  org.apache.catalina.realm.X509SubjectDnRetriever
2590:             1             16  org.apache.catalina.startup.Tomcat$FixContextListener
2591:             1             16  org.apache.catalina.util.CharsetMapper
2592:             1             16  org.apache.el.ExpressionFactoryImpl
2593:             1             16  org.apache.juli.logging.LogFactory
2594:             1             16  org.apache.logging.log4j.message.ParameterizedNoReferenceMessageFactory
2595:             1             16  org.apache.logging.log4j.message.ReusableMessageFactory
2596:             1             16  org.apache.logging.log4j.spi.LoggerRegistry$ConcurrentMapFactory
2597:             1             16  org.apache.logging.log4j.util.LoaderUtil$ThreadContextClassLoaderGetter
2598:             1             16  org.apache.logging.log4j.util.ProviderUtil
2599:             1             16  org.apache.logging.slf4j.SLF4JLoggerContext
2600:             1             16  org.apache.logging.slf4j.SLF4JLoggerContextFactory
2601:             1             16  org.apache.tomcat.util.buf.StringCache
2602:             1             16  org.apache.tomcat.util.compat.Jre8Compat
2603:             1             16  org.apache.tomcat.util.digester.Digester$SystemPropertySource
2604:             1             16  org.apache.tomcat.util.http.CookieProcessorBase$1
2605:             1             16  org.apache.tomcat.util.http.Rfc6265CookieProcessor
2606:             1             16  org.apache.tomcat.util.threads.ThreadPoolExecutor$RejectHandler
2607:             1             16  org.apache.tomcat.websocket.server.WsContextListener
2608:             1             16  org.apache.tomcat.websocket.server.WsFilter
2609:             1             16  org.apache.tomcat.websocket.server.WsSessionListener
2610:             1             16  org.apache.tomcat.websocket.server.WsWriteTimeout$EndpointComparator
2611:             1             16  org.hibernate.validator.HibernateValidator
2612:             1             16  org.hibernate.validator.internal.engine.ConfigurationImpl$$Lambda$48/700995735
2613:             1             16  org.hibernate.validator.internal.engine.DefaultClockProvider
2614:             1             16  org.hibernate.validator.internal.engine.DefaultParameterNameProvider
2615:             1             16  org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorManager$1
2616:             1             16  org.hibernate.validator.internal.engine.groups.ValidationOrderGenerator
2617:             1             16  org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver
2618:             1             16  org.hibernate.validator.internal.engine.valueextraction.AnnotatedObject
2619:             1             16  org.hibernate.validator.internal.engine.valueextraction.BooleanArrayValueExtractor
2620:             1             16  org.hibernate.validator.internal.engine.valueextraction.ByteArrayValueExtractor
2621:             1             16  org.hibernate.validator.internal.engine.valueextraction.CharArrayValueExtractor
2622:             1             16  org.hibernate.validator.internal.engine.valueextraction.DoubleArrayValueExtractor
2623:             1             16  org.hibernate.validator.internal.engine.valueextraction.FloatArrayValueExtractor
2624:             1             16  org.hibernate.validator.internal.engine.valueextraction.IntArrayValueExtractor
2625:             1             16  org.hibernate.validator.internal.engine.valueextraction.IterableValueExtractor
2626:             1             16  org.hibernate.validator.internal.engine.valueextraction.ListPropertyValueExtractor
2627:             1             16  org.hibernate.validator.internal.engine.valueextraction.ListValueExtractor
2628:             1             16  org.hibernate.validator.internal.engine.valueextraction.LongArrayValueExtractor
2629:             1             16  org.hibernate.validator.internal.engine.valueextraction.MapKeyExtractor
2630:             1             16  org.hibernate.validator.internal.engine.valueextraction.MapPropertyKeyExtractor
2631:             1             16  org.hibernate.validator.internal.engine.valueextraction.MapPropertyValueExtractor
2632:             1             16  org.hibernate.validator.internal.engine.valueextraction.MapValueExtractor
2633:             1             16  org.hibernate.validator.internal.engine.valueextraction.ObjectArrayValueExtractor
2634:             1             16  org.hibernate.validator.internal.engine.valueextraction.ObservableValueValueExtractor
2635:             1             16  org.hibernate.validator.internal.engine.valueextraction.OptionalDoubleValueExtractor
2636:             1             16  org.hibernate.validator.internal.engine.valueextraction.OptionalIntValueExtractor
2637:             1             16  org.hibernate.validator.internal.engine.valueextraction.OptionalLongValueExtractor
2638:             1             16  org.hibernate.validator.internal.engine.valueextraction.OptionalValueExtractor
2639:             1             16  org.hibernate.validator.internal.engine.valueextraction.ReadOnlyListPropertyValueExtractor
2640:             1             16  org.hibernate.validator.internal.engine.valueextraction.ReadOnlyMapPropertyKeyExtractor
2641:             1             16  org.hibernate.validator.internal.engine.valueextraction.ReadOnlyMapPropertyValueExtractor
2642:             1             16  org.hibernate.validator.internal.engine.valueextraction.ReadOnlySetPropertyValueExtractor
2643:             1             16  org.hibernate.validator.internal.engine.valueextraction.SetPropertyValueExtractor
2644:             1             16  org.hibernate.validator.internal.engine.valueextraction.ShortArrayValueExtractor
2645:             1             16  org.hibernate.validator.internal.metadata.aggregated.rule.OverridingMethodMustNotAlterParameterConstraints
2646:             1             16  org.hibernate.validator.internal.metadata.aggregated.rule.ParallelMethodsMustNotDefineGroupConversionForCascadedReturnValue
2647:             1             16  org.hibernate.validator.internal.metadata.aggregated.rule.ParallelMethodsMustNotDefineParameterConstraints
2648:             1             16  org.hibernate.validator.internal.metadata.aggregated.rule.ReturnValueMayOnlyBeMarkedOnceAsCascadedPerHierarchyLine
2649:             1             16  org.hibernate.validator.internal.metadata.aggregated.rule.VoidMethodsMustNotBeReturnValueConstrained
2650:             1             16  org.hibernate.validator.internal.metadata.core.ConstraintHelper$ValidatorDescriptorMap
2651:             1             16  org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider$$Lambda$92/1043919984
2652:             1             16  org.hibernate.validator.internal.util.ExecutableHelper
2653:             1             16  org.hibernate.validator.internal.util.ExecutableParameterNameProvider
2654:             1             16  org.hibernate.validator.internal.util.TypeResolutionHelper
2655:             1             16  org.hibernate.validator.internal.util.logging.Messages_$bundle
2656:             1             16  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator$AggregateResourceBundleControl
2657:             1             16  org.jboss.logging.Log4j2LoggerProvider
2658:             1             16  org.slf4j.helpers.NOPLoggerFactory
2659:             1             16  org.springframework.aop.Advisor$1
2660:             1             16  org.springframework.aop.TrueMethodMatcher
2661:             1             16  org.springframework.aop.TruePointcut
2662:             1             16  org.springframework.aop.framework.DefaultAdvisorChainFactory
2663:             1             16  org.springframework.aop.framework.DefaultAopProxyFactory
2664:             1             16  org.springframework.beans.CachedIntrospectionResults$$Lambda$329/1989184704
2665:             1             16  org.springframework.beans.CachedIntrospectionResults$$Lambda$330/611572016
2666:             1             16  org.springframework.beans.CachedIntrospectionResults$$Lambda$331/889486595
2667:             1             16  org.springframework.beans.ExtendedBeanInfo$$Lambda$286/589835301
2668:             1             16  org.springframework.beans.ExtendedBeanInfoFactory
2669:             1             16  org.springframework.beans.factory.parsing.FailFastProblemReporter
2670:             1             16  org.springframework.beans.factory.parsing.PassThroughSourceExtractor
2671:             1             16  org.springframework.beans.factory.support.AutowireUtils$$Lambda$157/701141022
2672:             1             16  org.springframework.beans.factory.support.AutowireUtils$$Lambda$171/1543237999
2673:             1             16  org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy
2674:             1             16  org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$113/13648335
2675:             1             16  org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$114/312116338
2676:             1             16  org.springframework.boot.ClearCachesApplicationListener
2677:             1             16  org.springframework.boot.SpringBootBanner
2678:             1             16  org.springframework.boot.StartupInfoLogger
2679:             1             16  org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$$Lambda$143/1811044090
2680:             1             16  org.springframework.boot.autoconfigure.AutoConfigurationPackages$Registrar
2681:             1             16  org.springframework.boot.autoconfigure.BackgroundPreinitializer
2682:             1             16  org.springframework.boot.autoconfigure.BackgroundPreinitializer$1
2683:             1             16  org.springframework.boot.autoconfigure.BackgroundPreinitializer$MBeanFactoryInitializer
2684:             1             16  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer
2685:             1             16  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$CachingMetadataReaderFactoryPostProcessor
2686:             1             16  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$SharedMetadataReaderFactoryBean
2687:             1             16  org.springframework.boot.autoconfigure.condition.BeanTypeRegistry$$Lambda$159/422250493
2688:             1             16  org.springframework.boot.autoconfigure.condition.BeanTypeRegistry$$Lambda$160/1690287238
2689:             1             16  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$$Lambda$319/1219161283
2690:             1             16  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$AncestorsMatchedCondition
2691:             1             16  org.springframework.boot.autoconfigure.context.MessageSourceAutoConfiguration$ResourceBundleCondition
2692:             1             16  org.springframework.boot.autoconfigure.http.HttpMessageConverters
2693:             1             16  org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration$$Lambda$314/1100767002
2694:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Build
2695:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git
2696:             1             16  org.springframework.boot.autoconfigure.jdbc.DataSourceBeanCreationFailureAnalyzer
2697:             1             16  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener$ConditionEvaluationReportListener
2698:             1             16  org.springframework.boot.autoconfigure.session.NonUniqueSessionRepositoryFailureAnalyzer
2699:             1             16  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$NoTemplateAvailabilityProvider
2700:             1             16  org.springframework.boot.autoconfigure.validation.PrimaryDefaultValidatorPostProcessor
2701:             1             16  org.springframework.boot.autoconfigure.web.ErrorProperties$Whitelabel
2702:             1             16  org.springframework.boot.autoconfigure.web.OnEnabledResourceChainCondition
2703:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource
2704:             1             16  org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration
2705:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$234/1411892748
2706:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$238/1024429571
2707:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$250/1582785598
2708:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$253/2134991632
2709:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$265/233021551
2710:             1             16  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DefaultDispatcherServletCondition
2711:             1             16  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition
2712:             1             16  org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration$LocaleCharsetMappingsCustomizer
2713:             1             16  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration$BeanPostProcessorsRegistrar
2714:             1             16  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
2715:             1             16  org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer
2716:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$Lambda$311/416153648
2717:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$Lambda$312/71587369
2718:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Async
2719:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Pathmatch
2720:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Servlet
2721:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorTemplateMissingCondition
2722:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$PreserveErrorControllerTargetClassPostProcessor
2723:             1             16  org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer
2724:             1             16  org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer$$Lambda$205/673068808
2725:             1             16  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer
2726:             1             16  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck
2727:             1             16  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ConfigurationWarningsPostProcessor
2728:             1             16  org.springframework.boot.context.ContextIdApplicationContextInitializer
2729:             1             16  org.springframework.boot.context.FileEncodingApplicationListener
2730:             1             16  org.springframework.boot.context.TypeExcludeFilter
2731:             1             16  org.springframework.boot.context.config.AnsiOutputApplicationListener
2732:             1             16  org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda$79/1500056228
2733:             1             16  org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$26/1579572132
2734:             1             16  org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$33/971848845
2735:             1             16  org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$66/429313384
2736:             1             16  org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$70/5592464
2737:             1             16  org.springframework.boot.context.config.DelegatingApplicationContextInitializer
2738:             1             16  org.springframework.boot.context.logging.ClasspathLoggingApplicationListener
2739:             1             16  org.springframework.boot.context.logging.LoggingApplicationListener$$Lambda$96/1870252780
2740:             1             16  org.springframework.boot.context.properties.CompositePropertySources
2741:             1             16  org.springframework.boot.context.properties.CompositePropertySources$$Lambda$186/1415157681
2742:             1             16  org.springframework.boot.context.properties.ConfigurationPropertiesBinder$$Lambda$185/2014866032
2743:             1             16  org.springframework.boot.context.properties.EnableConfigurationPropertiesImportSelector$ConfigurationPropertiesBeanRegistrar$$Lambda$164/1007653873
2744:             1             16  org.springframework.boot.context.properties.EnableConfigurationPropertiesImportSelector$ConfigurationPropertiesBeanRegistrar$$Lambda$165/836514715
2745:             1             16  org.springframework.boot.context.properties.EnableConfigurationPropertiesImportSelector$ConfigurationPropertiesBeanRegistrar$$Lambda$166/1414521932
2746:             1             16  org.springframework.boot.context.properties.PropertyMapper$$Lambda$206/520232556
2747:             1             16  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$209/1412925683
2748:             1             16  org.springframework.boot.context.properties.bind.BindHandler$1
2749:             1             16  org.springframework.boot.context.properties.bind.BindResult
2750:             1             16  org.springframework.boot.context.properties.bind.Binder$$Lambda$192/614685048
2751:             1             16  org.springframework.boot.context.properties.bind.Binder$$Lambda$53/2051450519
2752:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder
2753:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$194/265119009
2754:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$196/838411509
2755:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$197/1434041222
2756:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$58/1603195447
2757:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$73/380936215
2758:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$CharProcessor$$Lambda$59/1094834071
2759:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$CharProcessor$$Lambda$60/1761061602
2760:             1             16  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$$Lambda$47/1018081122
2761:             1             16  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$$Lambda$78/104739310
2762:             1             16  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper
2763:             1             16  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda$76/1555845260
2764:             1             16  org.springframework.boot.convert.CharArrayFormatter
2765:             1             16  org.springframework.boot.convert.DurationToNumberConverter
2766:             1             16  org.springframework.boot.convert.DurationToStringConverter
2767:             1             16  org.springframework.boot.convert.InetAddressFormatter
2768:             1             16  org.springframework.boot.convert.IsoOffsetFormatter
2769:             1             16  org.springframework.boot.convert.NumberToDurationConverter
2770:             1             16  org.springframework.boot.convert.StringToEnumIgnoringCaseConverterFactory
2771:             1             16  org.springframework.boot.diagnostics.analyzer.BeanCurrentlyInCreationFailureAnalyzer
2772:             1             16  org.springframework.boot.diagnostics.analyzer.BeanNotOfRequiredTypeFailureAnalyzer
2773:             1             16  org.springframework.boot.diagnostics.analyzer.BindFailureAnalyzer
2774:             1             16  org.springframework.boot.diagnostics.analyzer.BindValidationFailureAnalyzer
2775:             1             16  org.springframework.boot.diagnostics.analyzer.ConnectorStartFailureAnalyzer
2776:             1             16  org.springframework.boot.diagnostics.analyzer.InvalidConfigurationPropertyNameFailureAnalyzer
2777:             1             16  org.springframework.boot.diagnostics.analyzer.InvalidConfigurationPropertyValueFailureAnalyzer
2778:             1             16  org.springframework.boot.diagnostics.analyzer.NoUniqueBeanDefinitionFailureAnalyzer
2779:             1             16  org.springframework.boot.diagnostics.analyzer.PortInUseFailureAnalyzer
2780:             1             16  org.springframework.boot.diagnostics.analyzer.UnboundConfigurationPropertyFailureAnalyzer
2781:             1             16  org.springframework.boot.diagnostics.analyzer.ValidationExceptionFailureAnalyzer
2782:             1             16  org.springframework.boot.env.OriginTrackedYamlLoader$OriginTrackingConstructor$$Lambda$42/991505714
2783:             1             16  org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda$22/2110121908
2784:             1             16  org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda$24/1973538135
2785:             1             16  org.springframework.boot.json.JacksonJsonParser$ListTypeReference
2786:             1             16  org.springframework.boot.json.JacksonJsonParser$MapTypeReference
2787:             1             16  org.springframework.boot.liquibase.LiquibaseServiceLocatorApplicationListener
2788:             1             16  org.springframework.boot.loader.JarLauncher
2789:             1             16  org.springframework.boot.loader.jar.JarFile$$Lambda$6/1996181658
2790:             1             16  org.springframework.boot.loader.jar.JarURLConnection$1
2791:             1             16  org.springframework.boot.logging.DeferredLog
2792:             1             16  org.springframework.boot.logging.LoggerConfigurationComparator
2793:             1             16  org.springframework.boot.logging.LoggingSystem$$Lambda$21/250075633
2794:             1             16  org.springframework.boot.logging.logback.LogbackLoggingSystem
2795:             1             16  org.springframework.boot.util.LambdaSafe$InvocationResult
2796:             1             16  org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer
2797:             1             16  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$DisablePersistSessionListener
2798:             1             16  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$322/283717519
2799:             1             16  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$323/2095303566
2800:             1             16  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$324/2025221430
2801:             1             16  org.springframework.boot.web.server.Http2
2802:             1             16  org.springframework.boot.web.servlet.ServletContextInitializerBeans$$Lambda$275/1100331952
2803:             1             16  org.springframework.boot.web.servlet.ServletContextInitializerBeans$$Lambda$276/1039380897
2804:             1             16  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext$$Lambda$269/302870502
2805:             1             16  org.springframework.boot.web.servlet.error.DefaultErrorAttributes
2806:             1             16  org.springframework.boot.web.servlet.server.AbstractServletWebServerFactory$$Lambda$271/572191680
2807:             1             16  org.springframework.boot.web.servlet.server.AbstractServletWebServerFactory$SessionConfiguringInitializer
2808:             1             16  org.springframework.boot.web.servlet.server.SessionStoreDirectory
2809:             1             16  org.springframework.boot.web.servlet.server.StaticResourceJars
2810:             1             16  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$1
2811:             1             16  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$2
2812:             1             16  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$3
2813:             1             16  org.springframework.cglib.core.DefaultGeneratorStrategy
2814:             1             16  org.springframework.cglib.core.DefaultNamingPolicy
2815:             1             16  org.springframework.cglib.core.KeyFactory$1
2816:             1             16  org.springframework.cglib.core.KeyFactory$2
2817:             1             16  org.springframework.cglib.core.KeyFactory$3
2818:             1             16  org.springframework.cglib.core.KeyFactory$4
2819:             1             16  org.springframework.cglib.core.MethodInfoTransformer
2820:             1             16  org.springframework.cglib.core.SpringNamingPolicy
2821:             1             16  org.springframework.cglib.core.internal.LoadingCache$1
2822:             1             16  org.springframework.cglib.proxy.Enhancer$1
2823:             1             16  org.springframework.cglib.proxy.FixedValueGenerator
2824:             1             16  org.springframework.cglib.proxy.InvocationHandlerGenerator
2825:             1             16  org.springframework.cglib.proxy.LazyLoaderGenerator
2826:             1             16  org.springframework.cglib.proxy.MethodInterceptorGenerator
2827:             1             16  org.springframework.cglib.proxy.MethodInterceptorGenerator$1
2828:             1             16  org.springframework.cglib.proxy.NoOp$1
2829:             1             16  org.springframework.cglib.proxy.NoOpGenerator
2830:             1             16  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareMethodInterceptor
2831:             1             16  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanMethodInterceptor
2832:             1             16  org.springframework.context.annotation.ConfigurationClassParser$$Lambda$117/1134712904
2833:             1             16  org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda$116/2083562754
2834:             1             16  org.springframework.context.annotation.ConfigurationClassPostProcessor$1
2835:             1             16  org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor
2836:             1             16  org.springframework.context.event.DefaultEventListenerFactory
2837:             1             16  org.springframework.context.event.EventListenerMethodProcessor$$Lambda$315/2005733474
2838:             1             16  org.springframework.context.expression.BeanExpressionContextAccessor
2839:             1             16  org.springframework.context.expression.BeanFactoryAccessor
2840:             1             16  org.springframework.context.expression.BeanFactoryResolver
2841:             1             16  org.springframework.context.expression.EnvironmentAccessor
2842:             1             16  org.springframework.context.expression.MapAccessor
2843:             1             16  org.springframework.context.expression.StandardBeanExpressionResolver$1
2844:             1             16  org.springframework.context.index.CandidateComponentsIndexLoader$$Lambda$108/466002798
2845:             1             16  org.springframework.core.$Proxy54
2846:             1             16  org.springframework.core.$Proxy59
2847:             1             16  org.springframework.core.OrderComparator
2848:             1             16  org.springframework.core.ResolvableType$EmptyType
2849:             1             16  org.springframework.core.annotation.AnnotatedElementUtils$AlwaysTrueBooleanAnnotationProcessor
2850:             1             16  org.springframework.core.annotation.AnnotationAwareOrderComparator
2851:             1             16  org.springframework.core.io.DefaultResourceLoader$$Lambda$107/761960786
2852:             1             16  org.springframework.core.io.DescriptiveResource
2853:             1             16  org.springframework.core.io.support.DefaultPropertySourceFactory
2854:             1             16  org.springframework.expression.spel.support.StandardOperatorOverloader
2855:             1             16  org.springframework.expression.spel.support.StandardTypeComparator
2856:             1             16  org.springframework.http.MediaType$$Lambda$103/955335290
2857:             1             16  org.springframework.http.MediaType$1
2858:             1             16  org.springframework.http.converter.json.SpringHandlerInstantiator
2859:             1             16  org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter$$Lambda$106/1319138552
2860:             1             16  org.springframework.http.converter.xml.SourceHttpMessageConverter$$Lambda$104/250545538
2861:             1             16  org.springframework.http.converter.xml.SourceHttpMessageConverter$$Lambda$105/2049653205
2862:             1             16  org.springframework.jmx.export.MBeanExporter$$Lambda$316/521081105
2863:             1             16  org.springframework.jmx.export.MBeanExporter$$Lambda$317/1448247698
2864:             1             16  org.springframework.objenesis.strategy.StdInstantiatorStrategy
2865:             1             16  org.springframework.util.ClassUtils$$Lambda$8/626202354
2866:             1             16  org.springframework.util.ConcurrentReferenceHashMap$EntrySet
2867:             1             16  org.springframework.util.DefaultPropertiesPersister
2868:             1             16  org.springframework.util.LinkedMultiValueMap$$Lambda$13/1030870354
2869:             1             16  org.springframework.util.LinkedMultiValueMap$$Lambda$9/42768293
2870:             1             16  org.springframework.util.MimeType$SpecificityComparator
2871:             1             16  org.springframework.util.ReflectionUtils$$Lambda$10/1160264930
2872:             1             16  org.springframework.util.ReflectionUtils$$Lambda$11/2007328737
2873:             1             16  org.springframework.util.ReflectionUtils$$Lambda$12/1936628443
2874:             1             16  org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
2875:             1             16  org.springframework.validation.beanvalidation.MethodValidationInterceptor
2876:             1             16  org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
2877:             1             16  org.springframework.web.bind.support.DefaultSessionAttributeStore
2878:             1             16  org.springframework.web.context.request.SessionScope
2879:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory
2880:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$ResponseObjectFactory
2881:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory
